15min Data - Radio LAG (Radio GRP1)
Time Stamp,RX Octs,TX Octs,RX Pkts,TX Pkts,RX Drop Events,Status,RX Undersize Pkts,Status,RX Fragments,Status,RX 64Octs,TX 64Octs,RX 65 to 127Octs,TX 65 to 127Octs,RX 128 to 255Octs,TX 128 to 255Octs,RX 256 to 511Octs,TX 256 to 511Octs,RX 512 to 1023Octs,TX 512 to 1023Octs,RX 1024 to 1518Octs,TX 1024 to 1518Octs,RX CRC Alignment Errors,Status,RX Oversize Pkts,Status,TX Oversize Pkts,RX Jabbers,RX Multicast Pkts,TX Multicast Pkts,RX Broadcast Pkts,TX Broadcast Pkts,TX Collisions,Status,RX Unknown TPID,RX Unknown VID,RX MAC Limit,RX Filter Discard,TX Filter Discard,RX QoS Discard,TX Queue0 Discard,TX Queue1 Discard,TX Queue2 Discard,TX Queue3 Discard,TX Queue4 Discard,TX Queue5 Discard,TX Queue6 Discard,TX Queue7 Discard,,,,,Record Status,RX Peak Rate [Mbps],TX Peak Rate [Mbps],RX Peak Detect Time,TX Peak Detect Time
00:15,87672460449,10506758913,81845650,38229478,0,NORMAL,0,NORMAL,0,NORMAL,83235,1323764,8786034,14888227,6314516,14682346,3857971,1923755,2654981,1986852,60045743,3291008,0,NORMAL,0,NORMAL,0,0,8860,179,7451,1,0,NORMAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,MAINT,873,124,00:04:40,00:13:40
00:30,79517820907,10171970307,74607257,35089027,0,NORMAL,0,NORMAL,0,NORMAL,92255,1351346,8385096,15151305,5829436,11414164,3581804,1693590,2428761,1816260,54191873,3571958,0,NORMAL,0,NORMAL,0,0,8838,181,7393,0,0,NORMAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,MAINT,831,107,00:23:00,00:25:50
00:45,76201594488,9387765965,70858624,32383831,0,NORMAL,0,NORMAL,0,NORMAL,35475,1474091,8211107,15481170,5417237,8846420,3034898,1416653,2229281,1643204,51883415,3413621,0,NORMAL,0,NORMAL,0,0,8827,180,7333,0,0,NORMAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,MAINT,793,100,00:38:50,00:38:30
01:00,65787057087,9049960926,61069759,28508279,0,NORMAL,0,NORMAL,0,NORMAL,32968,1521743,7111064,13317321,4646064,7198137,2349219,1212507,1973995,1498262,44932399,3661209,0,NORMAL,0,NORMAL,0,0,8833,180,7501,2,0,NORMAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,MAINT,658,98,00:45:50,00:47:40
01:15,61400927992,8583648677,56846756,26458357,0,NORMAL,0,NORMAL,0,NORMAL,24357,1502048,6585611,12356299,4244885,6434073,2144409,1096042,1923510,1489063,41908569,3482001,0,NORMAL,0,NORMAL,0,0,8833,180,7398,0,0,NORMAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,MAINT,632,110,01:09:00,01:00:30
01:30,54152819550,7595465713,50567842,24142545,0,NORMAL,0,NORMAL,0,NORMAL,34165,1516320,6192892,11497406,3965666,5549237,1715634,1023211,1671067,1482636,36959122,2963962,0,NORMAL,0,NORMAL,0,0,8828,179,7589,1,0,NORMAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,MAINT,600,83,01:19:10,01:21:30
01:45,50426509138,6679066513,46863443,22446927,0,NORMAL,0,NORMAL,0,NORMAL,16486,1478168,5602575,10718173,3586671,5354050,1710992,943122,1600092,1378766,34319888,2480395,0,NORMAL,0,NORMAL,0,0,8828,179,7278,0,0,NORMAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,MAINT,581,123,01:36:30,01:44:40
02:00,43911093530,6660470360,42025839,21029703,0,NORMAL,0,NORMAL,0,NORMAL,19905,1484759,5633337,9860137,3571450,4714890,1608408,941460,1386688,1289621,29796670,2641615,0,NORMAL,0,NORMAL,0,0,8846,180,7493,0,0,NORMAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,MAINT,489,101,01:57:20,01:45:50
02:15,38645338422,5849399214,37614368,18872273,0,NORMAL,0,NORMAL,0,NORMAL,22192,1468210,5246156,8799809,3311473,4232843,1589817,946430,1251635,1112053,26180469,2187130,0,NORMAL,0,NORMAL,0,0,8825,179,7562,3,0,NORMAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,MAINT,418,79,02:00:30,02:05:10
02:30,38148253462,5148231664,36487479,17799744,0,NORMAL,0,NORMAL,0,NORMAL,28016,1526730,4832507,8470113,3069631,4022084,1472918,927941,1152612,857768,25912625,1898243,0,NORMAL,0,NORMAL,0,0,8825,180,7408,0,0,NORMAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,MAINT,415,76,02:24:30,02:25:10
