15min Data - MODEM (Slot01) (Port01)
Time Stamp,RX Octs,TX Octs,RX Pkts,TX Pkts,RX Drop Events,Status,RX Undersize Pkts,Status,RX Fragments,Status,RX 64Octs,TX 64Octs,RX 65 to 127Octs,TX 65 to 127Octs,RX 128 to 255Octs,TX 128 to 255Octs,RX 256 to 511Octs,TX 256 to 511Octs,RX 512 to 1023Octs,TX 512 to 1023Octs,RX 1024 to 1518Octs,TX 1024 to 1518Octs,RX CRC Alignment Errors,Status,RX Oversize Pkts,Status,TX Oversize Pkts,RX Jabbers,RX Multicast Pkts,TX Multicast Pkts,RX Broadcast Pkts,TX Broadcast Pkts,TX Collisions,Status,RX Unknown TPID,RX Unknown VID,RX MAC Limit,RX Filter Discard,TX Filter Discard,RX QoS Discard,TX Queue0 Discard,TX Queue1 Discard,TX Queue2 Discard,TX Queue3 Discard,TX Queue4 Discard,TX Queue5 Discard,TX Queue6 Discard,TX Queue7 Discard,,,,,Record Status
21:30,20152074003,2278405290,17679168,8358895,0,NORMAL,0,NORMAL,0,NORMAL,2331,293424,1700937,3577983,980306,3099711,549690,235842,406377,333782,14039465,803219,0,NORMAL,0,NORMAL,0,0,4753,178,2406,0,0,NORMAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,VALID
21:45,19689147392,1825245119,17225207,6996582,0,NORMAL,0,NORMAL,0,NORMAL,2417,298803,1589132,3550627,936014,1951952,592634,248629,448569,353775,13655961,577937,0,NORMAL,0,NORMAL,0,0,5047,181,2519,0,0,NORMAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,VALID
22:00,18448669692,1877407006,16298807,6746381,0,NORMAL,0,NORMAL,0,NORMAL,2581,297482,1539568,3392931,979807,1782453,578939,250327,506513,407813,12691302,600395,0,NORMAL,0,NORMAL,0,0,5034,178,2813,1,0,NORMAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,VALID
22:15,17454631495,1568523198,15301275,5716548,0,NORMAL,0,NORMAL,0,NORMAL,2668,299087,1471557,3009020,846501,1416819,467125,174695,345926,275180,12167433,526859,0,NORMAL,0,NORMAL,0,0,5113,180,2731,0,0,NORMAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,VALID
22:30,15877552293,1383382169,13994637,5212730,0,NORMAL,0,NORMAL,0,NORMAL,2207,290004,1399375,2732185,848237,1289011,423988,159036,312111,296431,11027067,431197,0,NORMAL,0,NORMAL,0,0,5067,179,2685,0,0,NORMAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,VALID
22:45,16142159155,1291613728,13843060,4968855,0,NORMAL,0,NORMAL,0,NORMAL,2303,296531,1207058,2642260,669918,1188311,422827,169656,321510,279452,11200645,377145,0,NORMAL,0,NORMAL,0,0,5122,180,2817,0,0,NORMAL,0,0,0,0,0,0,113,0,0,0,0,0,0,0,,,,,VALID
23:00,13579270105,1090338932,11940976,4341167,0,NORMAL,0,NORMAL,0,NORMAL,2322,290879,1228224,2439730,729172,909914,269352,140715,249659,251232,9462159,293510,0,NORMAL,0,NORMAL,0,0,5108,179,2537,0,0,NORMAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,VALID
23:15,10833933944,884502230,9787060,3737309,0,NORMAL,0,NORMAL,0,NORMAL,2060,290761,1196329,2009373,664148,835577,234687,152924,179718,236748,7510057,196852,0,NORMAL,0,NORMAL,0,0,5119,178,2083,0,0,NORMAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,VALID
23:30,9457482763,889741468,9027555,3737966,0,NORMAL,0,NORMAL,0,NORMAL,1849,287199,1555146,2168312,605074,686067,198003,124335,202518,233552,6464919,223267,0,NORMAL,0,NORMAL,0,0,5153,180,1459,0,0,NORMAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,VALID
23:45,7481999301,764318805,6885441,2801036,0,NORMAL,0,NORMAL,0,NORMAL,47247,284318,770898,1371242,497466,587805,183417,112702,222016,207047,5118173,223287,0,NORMAL,0,NORMAL,0,0,5087,179,1242,2,0,NORMAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,VALID
24:00,7916580992,863527319,7260555,2933004,0,NORMAL,0,NORMAL,0,NORMAL,50215,286029,783767,1344668,521898,657304,178312,127687,209751,202942,5465649,299445,0,NORMAL,0,NORMAL,0,0,5161,178,1134,0,0,NORMAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,VALID
